rank,id,symbol,name,filepath,rows,status,error
940,strikecoin,strx,StrikeX,data\0940_strikecoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
948,mantle-bridged-usdc-mantle,usdc,Mantle Bridged USDC (Mantle),data\0948_mantle-bridged-usdc-mantle_usd_prices_365d.csv,366,ok,
941,adventure-gold,agld,Adventure Gold,data\0941_adventure-gold_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
949,airtor-protocol,anyone,ANyONe Protocol,data\0949_airtor-protocol_usd_prices_365d.csv,366,ok,
942,dialectic-eth-vault,deth,Dialectic ETH Vault,data\0942_dialectic-eth-vault_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
943,gods-unchained,gods,Gods Unchained,data\0943_gods-unchained_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
944,lorenzo-protocol,bank,Lorenzo Protocol,data\0944_lorenzo-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
945,velodrome-finance,velo,Velodrome Finance,data\0945_velodrome-finance_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
950,zeus-netwok-zbtc,zbtc,Zeus Network zBTC,data\0950_zeus-netwok-zbtc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
958,adshares,ads,Adshares,data\0958_adshares_usd_prices_365d.csv,366,ok,
951,global-commercial-business,gcb,Global Commercial Business,data\0951_global-commercial-business_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
959,zircuit,zrc,Zircuit,data\0959_zircuit_usd_prices_365d.csv,337,ok,
952,monbasecoin,mbc,MonbaseCoin,data\0952_monbasecoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
960,relend-usdc,reusdc,Relend USDC,data\0960_relend-usdc_usd_prices_365d.csv,316,ok,
953,trufin-staked-matic,trumatic,TruFin Staked MATIC,data\0953_trufin-staked-matic_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
961,celo-dollar,cusd,Celo Dollar,data\0961_celo-dollar_usd_prices_365d.csv,366,ok,
954,humans-ai,heart,Humans.ai,data\0954_humans-ai_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
962,olaxbt,aio,OlaXBT,data\0962_olaxbt_usd_prices_365d.csv,87,ok,
955,mori-coin,mori,MORI COIN,data\0955_mori-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
956,ore,ore,Ore,data\0956_ore_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
957,snowbank,sb,Snowbank,data\0957_snowbank_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
963,andy-the-wisguy,andy,ANDY ETH,data\0963_andy-the-wisguy_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
971,bridged-usd-coin-optimism,usdc.e,Standard Bridged USDC.e (Optimism),data\0971_bridged-usd-coin-optimism_usd_prices_365d.csv,366,ok,
964,aurora-near,aurora,Aurora,data\0964_aurora-near_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
972,saga-2,saga,Saga,data\0972_saga-2_usd_prices_365d.csv,366,ok,
965,hylo-usd,hyusd,Hylo USD,data\0965_hylo-usd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
973,unit-00-rei,rei,Rei,data\0973_unit-00-rei_usd_prices_365d.csv,340,ok,
966,orochi-network,on,Orochi Network,data\0966_orochi-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
967,web-3-dollar,usd3,Web 3 Dollar,data\0967_web-3-dollar_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
968,sceptre-staked-flr,sflr,Sceptre Staked FLR,data\0968_sceptre-staked-flr_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
969,openeden,eden,OpenEden,data\0969_openeden_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
970,uquid-coin,uqc,Uquid Coin,data\0970_uquid-coin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
974,elastos,ela,Elastos,data\0974_elastos_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
982,devve,devve,DevvE,data\0982_devve_usd_prices_365d.csv,366,ok,
975,dolomite,dolo,Dolomite,data\0975_dolomite_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
983,qkacoin,qka,Qkacoin,data\0983_qkacoin_usd_prices_365d.csv,235,ok,
976,keep-network,keep,Keep Network,data\0976_keep-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
984,incrypt,inc,Incrypt,data\0984_incrypt_usd_prices_365d.csv,159,ok,
977,newton-protocol,newt,Newton Protocol,data\0977_newton-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
985,pepeontron,pepeontron,PePeonTron,data\0985_pepeontron_usd_prices_365d.csv,134,ok,
978,usual,usual,Usual,data\0978_usual_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
986,singularitynet,agix,SingularityNET,data\0986_singularitynet_usd_prices_365d.csv,366,ok,
979,hakimi,哈基米,哈基米 (Hajimi),data\0979_hakimi_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
980,derive,drv,Derive,data\0980_derive_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
981,bugscoin,bgsc,BugsCoin,data\0981_bugscoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
987,aintivirus,ainti,AIntivirus,data\0987_aintivirus_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
995,avalon-2,avl,Avalon,data\0995_avalon-2_usd_prices_365d.csv,258,ok,
988,hairdao,hair,HairDAO,data\0988_hairdao_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
996,dodo,dodo,DODO,data\0996_dodo_usd_prices_365d.csv,366,ok,
989,openserv,serv,OpenServ,data\0989_openserv_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
997,chainflip,flip,Chainflip,data\0997_chainflip_usd_prices_365d.csv,366,ok,
990,ynbnb-max,ynbnbx,ynBNB MAX,data\0990_ynbnb-max_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
998,ready,ready,READY!,data\0998_ready_usd_prices_365d.csv,336,ok,
991,smardex,sdex,SMARDEX,data\0991_smardex_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
999,celer-network,celr,Celer Network,data\0999_celer-network_usd_prices_365d.csv,366,ok,
992,radix,xrd,Radix,data\0992_radix_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
993,tcy,tcy,TCY,data\0993_tcy_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
994,apu-s-club,apu,Apu Apustaja,data\0994_apu-s-club_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
1000,supra,supra,Supra,data\1000_supra_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
